7	53	1
7	54	37
7	55	17
7	60	3
7	61	28
7	62	8
7	63	20
7	64	1
7	65	9
7	66	10
7	67	8
7	68	2
7	69	5
7	70	8
7	71	52
7	72	1
8	9	2
8	12	3
8	13	26
8	16	30
8	17	6
8	23	3
8	24	11
8	29	3
8	30	1
8	31	2
8	35	8
8	37	8
8	38	4
8	39	29
8	40	1
8	41	47
8	42	1
8	43	4
8	45	5
8	46	29
8	47	9
8	49	17
8	51	2
8	52	3
8	54	3
8	55	4
8	60	4
8	61	14
8	62	9
8	63	2
8	66	2
8	67	1
8	69	2
8	71	5
9	10	7
9	11	1
9	12	12
9	13	2
9	14	9
9	15	1
9	17	24
9	18	1
9	19	3
9	20	2
9	21	2
9	22	13
9	23	15
9	24	11
9	26	28
9	27	6
9	28	3
9	29	5
9	30	1
9	31	1
9	32	1
9	33	4
9	35	3
9	36	5
9	37	11
9	38	4
9	39	52
9	40	4
9	41	57
9	42	3
9	43	8
9	46	15
9	47	14
9	48	2
9	49	32
9	51	2
9	52	9
9	53	4
9	54	2
9	56	4
9	57	9
9	59	3
9	60	7
9	62	4
9	63	32
9	64	2
9	65	16
9	66	33
9	67	4
9	68	1
9	70	2
9	71	5
9	72	2
9	73	1
10	11	25
10	12	26
10	13	11
10	14	47
10	15	5
10	16	2
10	17	99
10	18	2
10	19	16
10	20	23
10	21	7
10	22	104
10	23	67
10	24	16
10	25	3
10	26	160
10	27	33
10	28	5
10	29	33
10	30	8
10	31	6
10	32	13
10	33	22
10	36	10
10	37	30
10	38	9
10	39	260
10	40	16
10	41	284
10	42	36
10	43	8
10	44	3
10	45	7
10	46	106
10	47	99
10	48	11
10	49	144
10	51	14
10	52	18
10	53	5
10	54	2
10	55	1
10	56	9
10	57	29
10	58	14
10	59	6
10	60	28
10	61	7
10	62	44
10	63	146
10	64	23
10	65	57
10	66	52
10	67	29
10	68	24
10	69	3
10	70	20
10	71	17
10	72	3
10	73	11
11	12	8
11	14	15
11	15	3
11	17	15
11	19	6
11	20	12
11	21	5
11	22	18
11	23	29
11	24	10
11	25	1
11	26	30
11	27	8
11	28	1
11	29	5
11	30	4
11	31	1
11	33	10
11	35	2
11	36	3
11	37	12
11	38	2
11	39	40
11	40	3
11	41	55
11	42	7
11	45	2
11	46	29
11	47	17
11	48	3
11	49	29
11	51	4
11	52	3
11	53	2
11	54	4
11	55	2
11	57	8
11	58	2
11	59	5
11	60	9
11	61	1
11	62	2
11	63	38
11	64	2
11	65	17
11	66	17
11	67	2
11	68	1
11	69	4
11	70	4
11	71	5
11	72	1
11	73	2
12	14	6
12	15	4
12	17	18
12	19	2
12	20	3
12	22	23
12	23	21
12	24	13
12	25	1
12	26	46
12	27	10
12	28	11
12	29	13
12	30	4
12	31	14
12	33	4
12	35	5
12	36	2
12	37	30
12	38	14
12	39	88
12	40	3
12	41	88
12	42	16
12	43	10
12	44	6
12	45	3
12	46	30
12	47	33
12	48	7
12	49	46
12	50	1
12	51	10
12	52	13
12	53	5
12	54	10
12	55	1
12	56	6
12	57	4
12	58	4
12	60	14
12	61	1
12	62	9
12	63	45
12	64	8
12	65	26
12	66	16
12	67	8
12	68	5
12	69	3
12	70	8
12	71	24
12	72	2
12	73	12
13	16	52
13	18	11
13	19	1
13	22	1
13	23	1
13	24	10
13	25	11
13	26	4
13	35	1
13	37	11
13	39	2
13	40	1
13	41	27
13	42	1
13	44	2
13	46	83
13	47	2
13	49	8
13	54	11
13	55	11
13	60	2
13	61	5
13	62	3
13	63	2
13	65	15
13	66	22
14	15	5
14	17	59
14	19	23
14	20	8
14	21	4
14	22	55
14	23	60
14	24	23
14	25	5
14	26	96
14	27	19
14	28	1
14	29	13
14	30	7
14	31	2
14	32	1
14	33	33
14	36	8
14	37	16
14	38	4
14	39	142
14	40	15
14	41	174
14	42	9
14	43	19
14	46	44
14	47	55
14	48	2
14	49	78
14	50	4
14	51	8
14	52	21
14	53	2
14	55	3
14	56	10
14	57	38
14	58	10
14	59	9
14	60	1
14	61	6
14	62	39
14	63	128
14	64	14
14	65	40
14	66	57
14	67	13
14	68	4
14	69	9
14	70	25
14	71	6
14	72	8
14	73	7
15	17	3
15	18	1
15	19	2
15	20	2
15	21	1
15	22	10
15	23	6
15	24	4
15	25	1
15	26	9
15	27	2
15	29	3
15	30	1
15	31	6
15	33	5
15	36	2
15	37	6
15	38	2
15	39	21
15	40	3
15	41	21
15	42	5
15	44	2
15	46	9
15	47	10
15	48	1
15	49	17
15	50	2
15	51	2
15	52	5
15	53	1
15	54	2
15	57	5
15	58	1
15	59	6
15	60	1
15	61	2
15	62	2
15	63	16
15	64	1
15	65	8
15	66	11
15	67	1
15	73	6
16	17	5
16	18	2
16	19	1
16	21	2
16	22	3
16	23	3
16	24	14
16	25	2
16	26	2
16	27	2
16	34	5
16	35	1
16	37	3
16	38	3
16	39	11
16	41	40
16	44	1
16	45	1
16	46	29
16	47	5
16	49	16
16	52	4
16	53	1
16	54	2
16	55	2
16	60	1
16	61	7
16	63	3
16	65	5
16	66	5
17	18	9
17	19	45
17	20	22
17	21	11
17	22	153
17	23	70
17	24	29
17	25	5
17	26	222
17	27	26
17	28	8
17	29	38
17	30	12
17	31	17
17	32	4
17	33	24
17	34	2
17	35	7
17	36	17
17	37	20
17	38	17
